source,url,content,tokens
cnn,https://www.cnn.com/2024/02/16/politics/russia-nuclear-space-weapon-intelligence/index.html,"Russia is trying to develop a nuclear space weapon that would destroy satellites by creating a massive energy wave when detonated, potentially crippling a vast swath of the commercial and government satellites that the world below depends on to talk on cell phones, pay bills, and surf the internet, according to three sources familiar with the intelligence. These sources gave CNN a more detailed understanding of what Russia is working on – and the threat it could pose – than the US government has previously disclosed . Republican Rep. Mike Turner of Ohio, the chair of the House Intelligence Committee, set off a frenzy in Washington on Wednesday when he issued a statement saying his panel “had information concerning a serious national security threat.” By Friday, Biden had publicly confirmed that Turner was referring to a new Russian nuclear anti-satellite capability — but officials have steadfastly refused to discuss it further, citing the highly classified nature of the intelligence. The weapon is still under development and is not yet in orbit, Biden administration officials have emphasized publicly. But if used, officials say, it would cross a dangerous rubicon in the history of nuclear weapons and could cause extreme disruptions to everyday life in ways that are difficult to predict. This kind of new weapon — known generally by military space experts as a nuclear EMP — would create a pulse of electromagnetic energy and a flood of highly charged particles that would tear through space to disrupt other satellites winging around Earth. Biden on Friday emphasized publicly that there is “no nuclear threat to the people of America or anywhere else in the world with what Russia is doing at the moment.” “Anything that they’re doing and/or they will do relates to satellites and space and damaging those satellites, potentially,” he said. The Defense Department and the intelligence community have tracked Russian efforts to develop a broad range of anti-satellite weapons, including an EMP, for years. And there has been a stream of intelligence reporting in recent months related specifically to Russia’s efforts to develop nuclear-powered anti-satellite capabilities, according to one defense official. But Russia has recently made progress in its efforts to develop a nuclear EMP — a related but far more alarming technology. “Our general knowledge of Russian pursuit of this kind of capability goes back many, many months, if not a few years,” National Security Council spokesman John Kirby said Thursday. “But only in recent weeks now has the intelligence community been able to assess with a higher sense of confidence exactly how Russia continues to pursue it.” The intelligence community, Biden said, had “found out there was a capacity to launch a system into space that could theoretically do something that was damaging” but that it “hadn’t happened yet.” “It’s not a new concept and, as a concept, dates back to the late Cold War,” said one US official. But, they said, “the big fear with any eventual EMP device in orbit [is] it might render large portions of particular orbits unusable” by creating a minefield of disabled satellites that “would then prove dangerous to any new satellites we might try to put up to replace or repair the existing satellites.” The Office of the Director of National Intelligence, the Defense Department and the National Security Council all declined to comment. It was not immediately clear whether the device as designed could impact GPS and nuclear command and control satellites, which operate in a higher orbit than the vast constellation of commercial and government satellites whizzing through low-Earth orbit. Those larger satellites are designed to be impregnable to a nuclear blast, but a former top space official at the Pentagon told CNN that “they could be vulnerable” depending on how close they were to the EMP, how old they are and how big the blast. ‘Last-ditch weapon’ Experts say this kind of weapon could have the potential to wipe out mega constellations of small satellites, like SpaceX’s Starlink, which has been successfully used by Ukraine in its ongoing war with Russia. This would almost certainly be “a last-ditch weapon” for Russia, the US official and other sources said — because it would do the same damage to whatever Russian satellites were also in the area. It also remains unclear how well-developed the technology is. Russia has had a number of public debacles with their nuclear technology in recent years. In 2019, seven Russians were killed in a nuclear accident that occurred while Moscow was trying to recover a nuclear-powered cruise missile that had crashed into the White Sea during a failed test. Still, a recent intelligence assessment on Russian progress so alarmed some lawmakers on Capitol Hill that Turner issued an invitation to all members of the House to be read in on the matter. Shortly thereafter, he issued the vague public statement that forced the issue into the public eye. Several sources familiar with the matter said that the exposure of the intelligence was extremely damaging because the source was incredibly sensitive. According to those sources, the intelligence community is now scrambling to figure out how to preserve its access. Biden administration officials contend that if Russia were to field a nuclear EMP, it would be the first-ever violation of the Outer Space Treaty of 1967, which bans stationing weapons of mass destruction in outer space. “It would be a violation of the Outer Space Treaty to which more than 130 countries have signed up to, including Russia,” Kirby said Thursday, without providing details. Russia has withdrawn from several arms control treaties in recent years, leaving the post-Cold War arms control architecture all but gutted.","['russia', 'trying', 'develop', 'nuclear', 'space', 'weapon', 'destroy', 'satellites', 'creating', 'massive', 'energy', 'wave', 'detonated', 'potentially', 'crippling', 'vast', 'swath', 'commercial', 'government', 'satellites', 'world', 'depends', 'talk', 'cell', 'phones', 'pay', 'bills', 'surf', 'internet', 'according', 'three', 'sources', 'familiar', 'intelligence', 'sources', 'gave', 'detailed', 'understanding', 'russia', 'working', 'threat', 'pose', 'us', 'government', 'previously', 'disclosed', 'republican', 'rep', 'mike', 'turner', 'ohio', 'chair', 'house', 'intelligence', 'committee', 'set', 'frenzy', 'washington', 'wednesday', 'issued', 'statement', 'saying', 'panel', '“had', 'information', 'concerning', 'serious', 'national', 'security', 'threat”', 'friday', 'biden', 'publicly', 'confirmed', 'turner', 'referring', 'new', 'russian', 'nuclear', 'antisatellite', 'capability', 'officials', 'steadfastly', 'refused', 'discuss', 'citing', 'highly', 'classified', 'nature', 'intelligence', 'weapon', 'still', 'development', 'yet', 'orbit', 'biden', 'administration', 'officials', 'emphasized', 'publicly', 'used', 'officials', 'say', 'cross', 'dangerous', 'rubicon', 'history', 'nuclear', 'weapons', 'cause', 'extreme', 'disruptions', 'everyday', 'life', 'ways', 'difficult', 'predict', 'kind', 'new', 'weapon', 'known', 'generally', 'military', 'space', 'experts', 'nuclear', 'emp', 'create', 'pulse', 'electromagnetic', 'energy', 'flood', 'highly', 'charged', 'particles', 'tear', 'space', 'disrupt', 'satellites', 'winging', 'around', 'earth', 'biden', 'friday', 'emphasized', 'publicly', '“no', 'nuclear', 'threat', 'people', 'america', 'anywhere', 'else', 'world', 'russia', 'moment”', '“anything', 'they’re', 'andor', 'relates', 'satellites', 'space', 'damaging', 'satellites', 'potentially”', 'defense', 'department', 'intelligence', 'community', 'tracked', 'russian', 'efforts', 'develop', 'broad', 'range', 'antisatellite', 'weapons', 'including', 'emp', 'years', 'stream', 'intelligence', 'reporting', 'recent', 'months', 'related', 'specifically', 'russia’s', 'efforts', 'develop', 'nuclearpowered', 'antisatellite', 'capabilities', 'according', 'one', 'defense', 'official', 'russia', 'recently', 'made', 'progress', 'efforts', 'develop', 'nuclear', 'emp', 'related', 'far', 'alarming', 'technology', '“our', 'general', 'knowledge', 'russian', 'pursuit', 'kind', 'capability', 'goes', 'back', 'many', 'many', 'months', 'years”', 'national', 'security', 'council', 'spokesman', 'john', 'kirby', 'thursday', '“but', 'recent', 'weeks', 'intelligence', 'community', 'able', 'assess', 'higher', 'sense', 'confidence', 'exactly', 'russia', 'continues', 'pursue', 'it”', 'intelligence', 'community', 'biden', '“found', 'capacity', 'launch', 'system', 'space', 'theoretically', 'something', 'damaging”', '“hadn’t', 'happened', 'yet”', '“it’s', 'new', 'concept', 'concept', 'dates', 'back', 'late', 'cold', 'war”', 'one', 'us', 'official', '“the', 'big', 'fear', 'eventual', 'emp', 'device', 'orbit', 'might', 'render', 'large', 'portions', 'particular', 'orbits', 'unusable”', 'creating', 'minefield', 'disabled', 'satellites', '“would', 'prove', 'dangerous', 'new', 'satellites', 'might', 'try', 'put', 'replace', 'repair', 'existing', 'satellites”', 'office', 'director', 'national', 'intelligence', 'defense', 'department', 'national', 'security', 'council', 'declined', 'comment', 'immediately', 'clear', 'whether', 'device', 'designed', 'impact', 'gps', 'nuclear', 'command', 'control', 'satellites', 'operate', 'higher', 'orbit', 'vast', 'constellation', 'commercial', 'government', 'satellites', 'whizzing', 'lowearth', 'orbit', 'larger', 'satellites', 'designed', 'impregnable', 'nuclear', 'blast', 'top', 'space', 'official', 'pentagon', '“they', 'vulnerable”', 'depending', 'close', 'emp', 'old', 'big', 'blast', '‘lastditch', 'weapon’', 'experts', 'say', 'kind', 'weapon', 'potential', 'wipe', 'mega', 'constellations', 'small', 'satellites', 'like', 'spacex’s', 'starlink', 'successfully', 'used', 'ukraine', 'ongoing', 'war', 'russia', 'almost', 'certainly', '“a', 'lastditch', 'weapon”', 'russia', 'us', 'official', 'sources', 'damage', 'whatever', 'russian', 'satellites', 'area', 'remains', 'unclear', 'welldeveloped', 'technology', 'russia', 'number', 'public', 'debacles', 'nuclear', 'technology', 'recent', 'years', '2019', 'seven', 'russians', 'killed', 'nuclear', 'accident', 'occurred', 'moscow', 'trying', 'recover', 'nuclearpowered', 'cruise', 'missile', 'crashed', 'white', 'sea', 'failed', 'test', 'still', 'recent', 'intelligence', 'assessment', 'russian', 'progress', 'alarmed', 'lawmakers', 'capitol', 'hill', 'turner', 'issued', 'invitation', 'members', 'house', 'read', 'matter', 'shortly', 'thereafter', 'issued', 'vague', 'public', 'statement', 'forced', 'issue', 'public', 'eye', 'several', 'sources', 'familiar', 'matter', 'exposure', 'intelligence', 'extremely', 'damaging', 'source', 'incredibly', 'sensitive', 'according', 'sources', 'intelligence', 'community', 'scrambling', 'figure', 'preserve', 'access', 'biden', 'administration', 'officials', 'contend', 'russia', 'field', 'nuclear', 'emp', 'firstever', 'violation', 'outer', 'space', 'treaty', '1967', 'bans', 'stationing', 'weapons', 'mass', 'destruction', 'outer', 'space', '“it', 'violation', 'outer', 'space', 'treaty', '130', 'countries', 'signed', 'including', 'russia”', 'kirby', 'thursday', 'without', 'providing', 'details', 'russia', 'withdrawn', 'several', 'arms', 'control', 'treaties', 'recent', 'years', 'leaving', 'postcold', 'war', 'arms', 'control', 'architecture', 'gutted']"
cnn,https://www.cnn.com/2024/02/15/politics/takeaways-fani-willis-testimony-georgia/index.html,"The Georgia election subversion case against Trump and 14 of his allies took a stunning turn Thursday when two top prosecutors testified under oath about their romantic relationship at a hearing triggered by allegations of self-dealing that have the potential to derail the indictment. The all-day hearing escalated steadily throughout the day, culminating with Fulton County District Attorney Fani Willis taking the witness stand for a combative brawl with defense attorneys that drew several rebukes from the judge. Republican presidential candidate, former U.S. Trump arrives on stage for a Get Out The Vote rally at the North Charleston Convention Center on February 14, 2024 in North Charleston, SouthCarolina. Win McNamee/Getty Images Related article Trump team facing a new conundrum: How to stay on the trail during a weekslong criminal trial Judge Scott McAfee convened the hearing after some of Trump co-defendants surfaced allegations of a relationship between Willis and Nathan Wade, whom she hired in 2021 to join the prosecution team. Trump and his co-defendants want the judge to disqualify Willis’ team from the case – or throw out the charges – because of a possible conflict-of-interest. There was talk of cash exchanging hands from Willis to Wade, where they store their money at home, CashApp usage, and their spending habits – all to get to the question of whether Willis benefitted financially from putting him on her staff. Willis was expected to return Friday to be be cross-examined by district attorney lawyer Anna Cross, but Cross said at the beginning of Friday’s hearing that she did not have any additional questions . The judge said he does not plan to issue a ruling on Friday. Here are takeaways from the hearing that was at times jaw-dropping, awkward and strikingly personal. Willis’ defiant afternoon on the stand What unfolded on Thursday is extremely rare in American courtrooms. The district attorney who has charged Trump with racketeering went under oath to defend her ethics and answer personal questions about her relationship with Wade. The risks could not be greater, and Willis’ credibility is on the line. Video Ad Feedback Erin Burnett on Fani Willis testimony: She tore into Trump's team 01:33 - Source: CNN Things quickly went off the rails. Willis didn’t act much like a traditional witness and was more like a prosecutor, arguing with the defense attorneys, raising objections, making legal arguments and even having exchanges with the judge. She even raised her voice at one point. This led to a few rebukes from McAfee, who urged her and other attorneys in the courtroom to maintain “professionalism” and to not “talk over each other.” Willis repeatedly accused some of the defense attorneys of peddling lies – before and after the judge’s admonishment. “You’ve lied in this. … I think you lied right here,” Willis said to attorney Ashleigh Merchant, pointing to copies of filings that raised accusations of self-dealing and nepotism. ‘I’m not on trial,’ Willis says Willis seized several opportunities to defend herself. The district attorney had fought efforts to make her appear, both in Wade’s ongoing divorce proceedings and in the hearing on Thursday, up until the moment she came into the room to take the stand. She said at the beginning of her testimony that she was “very anxious” to defend herself, “so I ran to the courtroom.” “You think I’m on trial,” Willis said, in her sharpest pushback of the day. “These people are on trial for trying to steal an election in 2020,” she added, pointing toward the table of attorneys representing defendants in the criminal case. “I’m not on trial, no matter how hard you try to put me on trial.” She later slammed the defense attorneys, calling them “confused” and “intrusive.” “Ms. Merchant’s interests are contrary to democracy, not to mine,” Willis said, attacking the attorney for Trump campaign attorney Michael Roman, who is accused of playing a leading role in the multi-state “fake electors” plot to subvert the Electoral College. When did the relationship start? On the stand, Wade stuck to his earlier claim – in a sworn affidavit submitted to the court – that his romantic relationship with Willis began in early 2022 and that they split travel and vacation expenses. But Robin Bryant-Yeartie, a former friend of Willis and Fulton County employee, contradicted that claim, testifying that she had “no doubt” that the Willis-Wade affair began in late 2019. Notably, that would be before Willis hired Wade to lead the Trump probe in late 2021. Bryant-Yeartie said she observed “hugging, kissing, close affection” between Willis and Wade prior to 2022, when they claimed their romantic relationship began. She also testified that Willis had told her in 2020 and 2021 that she was dating Wade. There was some Clinton-esque parsing of words on whether Wade cheated on his ex-wife by being with Willis. Past filings from Roman’s team salaciously noted that she had been dating “a married man.” Wade testified that his previous marriage was broken since 2015, long before his relationship with Willis began, saying, “My marriage was irretrievably broken” in 2015, and “I was free to have a relationship.” Wade and Willis describe using cash for reimbursements Wade and Willis have offered a simple explanation for why there’s essentially no paper trail to back up his claims they split expenses: Willis used cash. Credit card statements submitted in Wade’s divorce proceedings show he paid for two flights for them in recent years, to San Francisco and Miami. They also took lavish trips to Belize, the Bahamas and some Caribbean cruises. When pressed on whether he paid for Willis’ travel when they vacationed together, Wade said that Willis reimbursed him for a flight “in cash.” Wade said he did not have receipts for all of the times Willis reimbursed him for trips – pushing back against the allegations from the defense side that Willis was essentially getting kickbacks from him in the form of vacations. “I did not deposit the cash in my account,” Wade replied, smirking at times. Defense attorney Craig Gillen, who represents one of the fake electors, grilled Wade on what he would do with the cash reimbursements – in at least one case, thousands of dollars. “You don’t have a single solitary deposit slip to corroborate or support any of your allegations that you were paid by Ms. Willis in cash?” Gillen shot back, raising his voice slightly. “No sir,” Wade said, to which Gillen replied: “Not a single solitary one?” “Not a one,” Wade responded. Willis: ‘I don’t need anybody to foot my bills’ There was also a dispute over when the relationship ended, and whether it had any impact on the decision to seek the massive RICO indictment against Trump and others in last August. Both said the relationship ended in summer 2023. Willis implied that the physical component ended earlier in the summer, but that the two had a “tough conversation” that fully ended things afterward. Trump lawyer Steven Sadow asked Willis about the breakup, eliciting an answer that revealed sexist remarks that Wade allegedly made to Willis in the past. She said, he “is used to women that, as he told me one time, ‘the only thing a woman can do for him is make him a sandwich.’” She explained that this was a part of their breakup – but it also was a defense to the self-dealing claims against her. “We would have brutal arguments about the fact that ‘I am your equal,’” Willis said. “I don’t need anything from a man – a man is not a plan. A man is a companion. And so there was tension always in our relationship, which is why I would give him his money back.” Willis added, “I don’t need anybody to foot my bills.” Earlier, Sadow asked Wade during his own testimony whether the two had any “personal relationship at all” since their relationship ended, saying “and you know what I mean by that.” Wade shot back, asking if Sadow meant “if I had intercourse with the district attorney.” “We’re very good friends, probably closer than ever because of these attacks,” Wade said. “But if you’re asking me about specific intercourse, the answer is no.” Huge distraction from the charges against Trump – for now Nothing that happened Thursday undercut the factual allegations against Trump, Rudy Giuliani, Mark Meadows, or the other GOP allies who are accused of trying to overturn the 2020 election. But the hearing shifted the conversation away from those allegation and away from Trump legal woes for now. Earlier in the day, a NewYork judge set the trial date for Trump historic first trial, in the hush-money criminal case, for March 25. But by the afternoon, that news was nearly washed away by the jaw-dropping testimony taking place in Atlanta and being beamed across the country on national television. (Unlike the NewYork case, cameras are allowed in Georgia courtrooms.) Friday, a separate NewYork judge is expected to issue his decision in the Trump civil fraud case that’s an existential threat to his business. State prosecutors want that judge to issue a $370 million fine against Trump, after finding that Trump and his company committed significant fraud against banks and insurers by lying about his net worth and assets. They also want Trump barred from doing business in NewYork. This story has been updated with additional developments","['georgia', 'election', 'subversion', 'case', 'trump', '14', 'allies', 'took', 'stunning', 'turn', 'thursday', 'two', 'top', 'prosecutors', 'testified', 'oath', 'romantic', 'relationship', 'hearing', 'triggered', 'allegations', 'selfdealing', 'potential', 'derail', 'indictment', 'allday', 'hearing', 'escalated', 'steadily', 'throughout', 'day', 'culminating', 'fulton', 'county', 'district', 'attorney', 'fani', 'willis', 'taking', 'witness', 'stand', 'combative', 'brawl', 'defense', 'attorneys', 'drew', 'several', 'rebukes', 'judge', 'republican', 'presidential', 'candidate', 'us', 'trump', 'arrives', 'stage', 'vote', 'rally', 'north', 'charleston', 'convention', 'center', 'february', '14', '2024', 'north', 'charleston', 'southcarolina', 'win', 'mcnameegetty', 'related', 'article', 'trump', 'team', 'facing', 'new', 'conundrum', 'stay', 'trail', 'weekslong', 'criminal', 'trial', 'judge', 'scott', 'mcafee', 'convened', 'hearing', 'trump', 'codefendants', 'surfaced', 'allegations', 'relationship', 'willis', 'nathan', 'wade', 'hired', '2021', 'join', 'prosecution', 'team', 'trump', 'codefendants', 'want', 'judge', 'disqualify', 'willis’', 'team', 'case', 'throw', 'charges', 'possible', 'conflictofinterest', 'talk', 'cash', 'exchanging', 'hands', 'willis', 'wade', 'store', 'money', 'home', 'cashapp', 'usage', 'spending', 'habits', 'question', 'whether', 'willis', 'benefitted', 'financially', 'putting', 'staff', 'willis', 'expected', 'return', 'friday', 'crossexamined', 'district', 'attorney', 'lawyer', 'anna', 'cross', 'cross', 'beginning', 'friday’s', 'hearing', 'additional', 'questions', 'judge', 'plan', 'issue', 'ruling', 'friday', 'takeaways', 'hearing', 'times', 'jawdropping', 'awkward', 'strikingly', 'personal', 'willis’', 'defiant', 'afternoon', 'stand', 'unfolded', 'thursday', 'extremely', 'rare', 'american', 'courtrooms', 'district', 'attorney', 'charged', 'trump', 'racketeering', 'went', 'oath', 'defend', 'ethics', 'answer', 'personal', 'questions', 'relationship', 'wade', 'risks', 'greater', 'willis’', 'credibility', 'line', 'video', 'ad', 'feedback', 'erin', 'burnett', 'fani', 'willis', 'testimony', 'tore', 'trumps', 'team', '0133', 'source', 'things', 'quickly', 'went', 'rails', 'willis', 'didn’t', 'act', 'much', 'like', 'traditional', 'witness', 'like', 'prosecutor', 'arguing', 'defense', 'attorneys', 'raising', 'objections', 'making', 'legal', 'arguments', 'exchanges', 'judge', 'raised', 'voice', 'one', 'point', 'led', 'rebukes', 'mcafee', 'urged', 'attorneys', 'courtroom', 'maintain', '“professionalism”', '“talk', 'other”', 'willis', 'repeatedly', 'accused', 'defense', 'attorneys', 'peddling', 'lies', 'judge’s', 'admonishment', '“you’ve', 'lied', '…', 'lied', 'right', 'here”', 'willis', 'attorney', 'ashleigh', 'merchant', 'pointing', 'copies', 'filings', 'raised', 'accusations', 'selfdealing', 'nepotism', '‘i’m', 'trial’', 'willis', 'willis', 'seized', 'several', 'opportunities', 'defend', 'district', 'attorney', 'fought', 'efforts', 'make', 'appear', 'wade’s', 'ongoing', 'divorce', 'proceedings', 'hearing', 'thursday', 'moment', 'came', 'room', 'take', 'stand', 'beginning', 'testimony', '“very', 'anxious”', 'defend', '“so', 'ran', 'courtroom”', '“you', 'i’m', 'trial”', 'willis', 'sharpest', 'pushback', 'day', '“these', 'people', 'trial', 'trying', 'steal', 'election', '2020”', 'added', 'pointing', 'toward', 'table', 'attorneys', 'representing', 'defendants', 'criminal', 'case', '“i’m', 'trial', 'matter', 'hard', 'try', 'put', 'trial”', 'later', 'slammed', 'defense', 'attorneys', 'calling', '“confused”', '“intrusive”', '“ms', 'merchant’s', 'interests', 'contrary', 'democracy', 'mine”', 'willis', 'attacking', 'attorney', 'trump', 'campaign', 'attorney', 'michael', 'roman', 'accused', 'playing', 'leading', 'role', 'multistate', '“fake', 'electors”', 'plot', 'subvert', 'electoral', 'college', 'relationship', 'start', 'stand', 'wade', 'stuck', 'earlier', 'claim', 'sworn', 'affidavit', 'submitted', 'court', 'romantic', 'relationship', 'willis', 'began', 'early', '2022', 'split', 'travel', 'vacation', 'expenses', 'robin', 'bryantyeartie', 'friend', 'willis', 'fulton', 'county', 'employee', 'contradicted', 'claim', 'testifying', '“no', 'doubt”', 'williswade', 'affair', 'began', 'late', '2019', 'notably', 'willis', 'hired', 'wade', 'lead', 'trump', 'probe', 'late', '2021', 'bryantyeartie', 'observed', '“hugging', 'kissing', 'close', 'affection”', 'willis', 'wade', 'prior', '2022', 'claimed', 'romantic', 'relationship', 'began', 'testified', 'willis', '2020', '2021', 'dating', 'wade', 'clintonesque', 'parsing', 'words', 'whether', 'wade', 'cheated', 'exwife', 'willis', 'past', 'filings', 'roman’s', 'team', 'salaciously', 'noted', 'dating', '“a', 'married', 'man”', 'wade', 'testified', 'previous', 'marriage', 'broken', 'since', '2015', 'long', 'relationship', 'willis', 'began', 'saying', '“my', 'marriage', 'irretrievably', 'broken”', '2015', 'free', 'relationship”', 'wade', 'willis', 'describe', 'using', 'cash', 'reimbursements', 'wade', 'willis', 'offered', 'simple', 'explanation', 'there’s', 'essentially', 'paper', 'trail', 'back', 'claims', 'split', 'expenses', 'willis', 'used', 'cash', 'credit', 'card', 'statements', 'submitted', 'wade’s', 'divorce', 'proceedings', 'show', 'paid', 'two', 'flights', 'recent', 'years', 'san', 'francisco', 'miami', 'took', 'lavish', 'trips', 'belize', 'bahamas', 'caribbean', 'cruises', 'pressed', 'whether', 'paid', 'willis’', 'travel', 'vacationed', 'together', 'wade', 'willis', 'reimbursed', 'flight', '“in', 'cash”', 'wade', 'receipts', 'times', 'willis', 'reimbursed', 'trips', 'pushing', 'back', 'allegations', 'defense', 'side', 'willis', 'essentially', 'getting', 'kickbacks', 'form', 'vacations', 'deposit', 'cash', 'account”', 'wade', 'replied', 'smirking', 'times', 'defense', 'attorney', 'craig', 'gillen', 'represents', 'one', 'fake', 'electors', 'grilled', 'wade', 'cash', 'reimbursements', 'least', 'one', 'case', 'thousands', 'dollars', '“you', 'don’t', 'single', 'solitary', 'deposit', 'slip', 'corroborate', 'support', 'allegations', 'paid', 'ms', 'willis', 'cash”', 'gillen', 'shot', 'back', 'raising', 'voice', 'slightly', '“no', 'sir”', 'wade', 'gillen', 'replied', '“not', 'single', 'solitary', 'one”', '“not', 'one”', 'wade', 'responded', 'willis', '‘i', 'don’t', 'need', 'anybody', 'foot', 'bills’', 'dispute', 'relationship', 'ended', 'whether', 'impact', 'decision', 'seek', 'massive', 'rico', 'indictment', 'trump', 'others', 'last', 'august', 'relationship', 'ended', 'summer', '2023', 'willis', 'implied', 'physical', 'component', 'ended', 'earlier', 'summer', 'two', '“tough', 'conversation”', 'fully', 'ended', 'things', 'afterward', 'trump', 'lawyer', 'steven', 'sadow', 'asked', 'willis', 'breakup', 'eliciting', 'answer', 'revealed', 'sexist', 'remarks', 'wade', 'allegedly', 'made', 'willis', 'past', '“is', 'used', 'women', 'one', '‘the', 'thing', 'woman', 'make', 'sandwich’”', 'explained', 'part', 'breakup', 'defense', 'selfdealing', 'claims', '“we', 'brutal', 'arguments', 'fact', '‘i', 'equal’”', 'willis', 'don’t', 'need', 'anything', 'man', 'man', 'plan', 'man', 'companion', 'tension', 'always', 'relationship', 'give', 'money', 'back”', 'willis', 'added', 'don’t', 'need', 'anybody', 'foot', 'bills”', 'earlier', 'sadow', 'asked', 'wade', 'testimony', 'whether', 'two', '“personal', 'relationship', 'all”', 'since', 'relationship', 'ended', 'saying', '“and', 'know', 'mean', 'that”', 'wade', 'shot', 'back', 'asking', 'sadow', 'meant', '“if', 'intercourse', 'district', 'attorney”', '“we’re', 'good', 'friends', 'probably', 'closer', 'ever', 'attacks”', 'wade', '“but', 'you’re', 'asking', 'specific', 'intercourse', 'answer', 'no”', 'huge', 'distraction', 'charges', 'trump', 'nothing', 'happened', 'thursday', 'undercut', 'factual', 'allegations', 'trump', 'rudy', 'giuliani', 'mark', 'meadows', 'gop', 'allies', 'accused', 'trying', 'overturn', '2020', 'election', 'hearing', 'shifted', 'conversation', 'away', 'allegation', 'away', 'trump', 'legal', 'woes', 'earlier', 'day', 'newyork', 'judge', 'set', 'trial', 'date', 'trump', 'historic', 'first', 'trial', 'hushmoney', 'criminal', 'case', 'march', '25', 'afternoon', 'nearly', 'washed', 'away', 'jawdropping', 'testimony', 'taking', 'place', 'atlanta', 'beamed', 'across', 'country', 'national', 'television', 'unlike', 'newyork', 'case', 'cameras', 'allowed', 'georgia', 'courtrooms', 'friday', 'separate', 'newyork', 'judge', 'expected', 'issue', 'decision', 'trump', 'civil', 'fraud', 'case', 'that’s', 'existential', 'threat', 'business', 'state', 'prosecutors', 'want', 'judge', 'issue', '370', 'million', 'fine', 'trump', 'finding', 'trump', 'company', 'committed', 'significant', 'fraud', 'banks', 'insurers', 'lying', 'net', 'worth', 'assets', 'want', 'trump', 'barred', 'business', 'newyork', 'story', 'updated', 'additional', 'developments']"
